"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di eta","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y18-29","18-29 anni","2023-Q4","T4-2023",11.388792,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y18-29","18-29 anni","2024-Q1","T1-2024",9.371157,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y18-29","18-29 anni","2024-Q2","T2-2024",8.498053,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y18-29","18-29 anni","2024-Q3","T3-2024",8.558182,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y18-29","18-29 anni","2024-Q4","T4-2024",9.392982,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023","2023",15.451423,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024","2024",13.772807,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023-Q1","T1-2023",16.634338,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023-Q2","T2-2023",15.343883,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023-Q3","T3-2023",14.584618,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023-Q4","T4-2023",15.249761,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024-Q1","T1-2024",15.31423,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024-Q2","T2-2024",13.510271,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024-Q3","T3-2024",12.568276,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024-Q4","T4-2024",13.653391,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2023","2023",11.789598,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024","2024",9.900656,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2023-Q1","T1-2023",12.735547,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2023-Q2","T2-2023",11.680712,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2023-Q3","T3-2023",10.575567,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2023-Q4","T4-2023",12.164339,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024-Q1","T1-2024",11.620044,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024-Q2","T2-2024",9.822949,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024-Q3","T3-2024",7.994992,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024-Q4","T4-2024",10.148629,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2023","2023",11.224289,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2024","2024",9.148504,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2023-Q1","T1-2023",11.292667,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2023-Q2","T2-2023",11.54523,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2023-Q3","T3-2023",10.923223,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2023-Q4","T4-2023",11.120481,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2024-Q1","T1-2024",9.578571,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2024-Q2","T2-2024",9.603,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2024-Q3","T3-2024",7.049505,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2024-Q4","T4-2024",10.301259,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2023","2023",10.547829,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2024","2024",8.961709,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2023-Q1","T1-2023",10.239802,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2023-Q2","T2-2023",10.741563,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2023-Q3","T3-2023",10.70762,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2023-Q4","T4-2023",10.496613,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2024-Q1","T1-2024",9.42477,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2024-Q2","T2-2024",8.632099,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2024-Q3","T3-2024",8.640274,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2024-Q4","T4-2024",9.143205,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023","2023",10.585577,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024","2024",9.83429,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023-Q1","T1-2023",10.378257,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023-Q2","T2-2023",11.364355,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023-Q3","T3-2023",10.671668,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023-Q4","T4-2023",9.918315,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024-Q1","T1-2024",9.882117,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024-Q2","T2-2024",9.774446,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024-Q3","T3-2024",9.206894,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024-Q4","T4-2024",10.455255,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y25-34","25-34 anni","2023","2023",17.734964,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y25-34","25-34 anni","2024","2024",15.685391,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y25-34","25-34 anni","2023-Q1","T1-2023",20.563268,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y25-34","25-34 anni","2023-Q2","T2-2023",17.884079,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y25-34","25-34 anni","2023-Q3","T3-2023",16.026074,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y25-34","25-34 anni","2023-Q4","T4-2023",16.472691,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y25-34","25-34 anni","2024-Q1","T1-2024",18.063301,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y25-34","25-34 anni","2024-Q2","T2-2024",16.738922,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y25-34","25-34 anni","2024-Q3","T3-2024",13.743229,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y25-34","25-34 anni","2024-Q4","T4-2024",14.153548,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-74","15-74 anni","2023","2023",3.536192,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-74","15-74 anni","2024","2024",2.78825,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-74","15-74 anni","2023-Q1","T1-2023",3.583446,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-74","15-74 anni","2023-Q2","T2-2023",3.56021,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-74","15-74 anni","2023-Q3","T3-2023",3.767856,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-74","15-74 anni","2023-Q4","T4-2023",3.236869,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-74","15-74 anni","2024-Q1","T1-2024",3.353129,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-74","15-74 anni","2024-Q2","T2-2024",2.498798,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-74","15-74 anni","2024-Q3","T3-2024",2.449036,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-74","15-74 anni","2024-Q4","T4-2024",2.852236,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023","2023",9.867886,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024","2024",8.734052,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023-Q1","T1-2023",9.591312,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023-Q2","T2-2023",10.013076,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023-Q3","T3-2023",10.171987,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023-Q4","T4-2023",9.691429,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024-Q1","T1-2024",9.263406,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024-Q2","T2-2024",8.337009,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024-Q3","T3-2024",8.656838,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024-Q4","T4-2024",8.656933,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023","2023",13.878995,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024","2024",11.491581,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023-Q1","T1-2023",14.584713,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023-Q2","T2-2023",13.607919,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023-Q3","T3-2023",13.769683,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023-Q4","T4-2023",13.546452,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024-Q1","T1-2024",13.474438,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024-Q2","T2-2024",12.048255,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024-Q3","T3-2024",9.482271,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024-Q4","T4-2024",10.901799,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023","2023",25.95144,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024","2024",24.132317,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023-Q1","T1-2023",29.197073,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023-Q2","T2-2023",25.590314,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023-Q3","T3-2023",24.929541,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023-Q4","T4-2023",24.145037,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024-Q1","T1-2024",27.640549,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024-Q2","T2-2024",23.362469,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024-Q3","T3-2024",21.407293,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024-Q4","T4-2024",23.815532,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y18-29","18-29 anni","2023","2023",9.830809,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y18-29","18-29 anni","2024","2024",7.909912,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y18-29","18-29 anni","2023-Q1","T1-2023",9.57195,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y18-29","18-29 anni","2023-Q2","T2-2023",9.691209,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y18-29","18-29 anni","2023-Q3","T3-2023",9.866293,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y18-29","18-29 anni","2023-Q4","T4-2023",10.188076,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y18-29","18-29 anni","2024-Q1","T1-2024",8.877016,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y18-29","18-29 anni","2024-Q2","T2-2024",6.75016,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y18-29","18-29 anni","2024-Q3","T3-2024",8.764203,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y18-29","18-29 anni","2024-Q4","T4-2024",7.157609,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023","2023",10.898203,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024","2024",9.981459,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023-Q1","T1-2023",10.344774,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023-Q2","T2-2023",11.397273,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023-Q3","T3-2023",11.637342,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2023-Q4","T4-2023",10.197395,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024-Q1","T1-2024",10.077599,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024-Q2","T2-2024",9.811493,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024-Q3","T3-2024",9.354155,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2024-Q4","T4-2024",10.662138,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2023","2023",5.644604,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2024","2024",4.9356,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2023-Q1","T1-2023",5.821732,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2023-Q2","T2-2023",5.651066,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2023-Q3","T3-2023",5.521734,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2023-Q4","T4-2023",5.585381,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2024-Q1","T1-2024",5.814575,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2024-Q2","T2-2024",5.141673,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2024-Q3","T3-2024",4.047328,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2024-Q4","T4-2024",4.726178,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023","2023",17.072312,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024","2024",13.930337,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023-Q1","T1-2023",17.351092,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023-Q2","T2-2023",16.602662,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023-Q3","T3-2023",18.716146,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023-Q4","T4-2023",15.642059,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024-Q1","T1-2024",16.230405,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024-Q2","T2-2024",15.383277,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024-Q3","T3-2024",11.808354,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024-Q4","T4-2024",12.097056,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023","2023",4.776085,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024","2024",4.295677,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023-Q1","T1-2023",5.122705,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023-Q2","T2-2023",4.915091,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023-Q3","T3-2023",4.405118,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023-Q4","T4-2023",4.6633,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024-Q1","T1-2024",4.810169,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024-Q2","T2-2024",4.389628,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024-Q3","T3-2024",3.925505,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024-Q4","T4-2024",4.056282,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023","2023",13.995561,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024","2024",11.863914,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023-Q1","T1-2023",15.347468,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023-Q2","T2-2023",13.547902,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023-Q3","T3-2023",13.332959,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023-Q4","T4-2023",13.765793,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024-Q1","T1-2024",14.107513,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024-Q2","T2-2024",12.450853,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024-Q3","T3-2024",10.021443,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024-Q4","T4-2024",10.84083,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023","2023",6.215727,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024","2024",5.295962,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023-Q1","T1-2023",6.798737,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023-Q2","T2-2023",6.009545,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023-Q3","T3-2023",5.699654,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2023-Q4","T4-2023",6.355302,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024-Q1","T1-2024",6.585275,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024-Q2","T2-2024",5.480778,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024-Q3","T3-2024",4.316699,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y15-74","15-74 anni","2024-Q4","T4-2024",4.801733,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023","2023",25.940378,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024","2024",23.96872,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023-Q1","T1-2023",29.173563,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023-Q2","T2-2023",25.527885,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023-Q3","T3-2023",25.024034,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2023-Q4","T4-2023",24.070228,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024-Q1","T1-2024",27.450811,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024-Q2","T2-2024",23.216641,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024-Q3","T3-2024",21.249634,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y18-29","18-29 anni","2024-Q4","T4-2024",23.657297,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2023","2023",7.563996,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2024","2024",6.493111,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2023-Q1","T1-2023",7.957391,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2023-Q2","T2-2023",7.572032,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2023-Q3","T3-2023",7.300791,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2023-Q4","T4-2023",7.435801,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2024-Q1","T1-2024",8.438782,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2024-Q2","T2-2024",7.569231,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2024-Q3","T3-2024",4.730559,,
"ITFG","Mezzogiorno","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2024-Q4","T4-2024",5.316066,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2023","2023",8.770317,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2024","2024",7.346544,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2023-Q1","T1-2023",9.381812,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2023-Q2","T2-2023",8.437546,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2023-Q3","T3-2023",8.605749,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2023-Q4","T4-2023",8.659034,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2024-Q1","T1-2024",8.880499,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2024-Q2","T2-2024",7.626119,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2024-Q3","T3-2024",6.080482,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y15-74","15-74 anni","2024-Q4","T4-2024",6.781746,,
